college_name,rating,location,courses_offered,tution_fee,exams_accepted,highest_package
Apeejay Institute of Management and Engineering Technical Campus,4.6,PUNJAB,B.Tech / B.E.,"₹3,66,000",-,10
Rathinam Group of Institutions,5,TAMIL NADU,B.Tech / B.E.,"₹3,94,000",TNEA,8
"KCT Group of Institutions ,Sangrur",4.2,PUNJAB,B.Tech / B.E.,"₹3,09,000",-,
"Dr. D.Y. Patil School Of Engineering ,Talegaon Dabhade, Pune",4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,28,000",-,14
KNP Group of Institutions,0,MADHYA PRADESH,B.Tech / B.E.,"₹2,20,000",-,
Swami Vivekananda University,3.6,WEST BENGAL,B.Tech / B.E.,"₹2,16,500","JEE Main, WBJEE",5
"KC Group of Institutions, Nawanshahar",4.2,PUNJAB,B.Tech / B.E.,"₹3,07,000",-,
Surya School of Planning & Engineering,4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,19,500",-,
Rathinam Group of Institutions,5,TAMIL NADU,B.Tech / B.E.,"₹3,94,000",TNEA,8
"Shivajirao S. Jondhale College of Engineering and Technology ,Asangaon, Mumbai",4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,38,000",-,
Sivaji College of Engineering and Technology,3,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
Swami Vivekananda University,3.6,WEST BENGAL,B.Tech / B.E.,"₹2,16,500","JEE Main, WBJEE",5
"Shiv Shankar College of Agricultural Engineering and Technology ,Ahmednagar",4.2,MADHYA PRADESH,B.Tech / B.E.,"₹2,40,000",-,
Dev Bhoomi Group of Institutions (DBGI Saharanpur),4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,20,000",-,
Sal College of Engineering,1.5,GUJARAT,B.Tech / B.E.,"₹3,04,000",JEE Main,13
Nalgonda Institute of Technology & Science (NITS),4.2,ANDHRA PRADESH,B.Tech / B.E.,Get Fee Details,AP EAMCET,
Woxsen University,5,TELANGANA,B.Tech / B.E.,"₹12,37,500","Maharashtra CET, JEE Main, VITEEE, TS EAMCET",16
Dr APJ Abdul Kalam Technical University (AKTU),3.9,UTTAR PRADESH,B.Tech / B.E.,"₹2,15,000","UPSEE, JEE Main, CUET",
"Shetty Institute of Technology ,Karnataka - Other",4.2,KARNATAKA,B.Tech / B.E.,"₹3,60,000",-,
A G Patil Polytechnic Institute,5,MAHARASHTRA,B.Tech / B.E.,"₹18,000",-,
IILM University,4.3,HARYANA,B.Tech / B.E.,"₹2,70,000",JEE Main,20
NICMAR University,4.1,MAHARASHTRA,B.Tech / B.E.,"₹10,00,000",-,16
Sureya College of Engineering,4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
IEC Group Of Institutions,4.5,UTTAR PRADESH,B.Tech / B.E.,"₹4,13,000",-,10
MVR College of Engineering and Technology,0,ANDHRA PRADESH,B.Tech / B.E.,Get Fee Details,AP EAMCET,
Institute of Engineering - Gwalior,3,MADHYA PRADESH,B.Tech / B.E.,"₹2,20,500",-,
Maharashtra Academy of Naval Education & training (MANET),4.2,MAHARASHTRA,B.Tech / B.E.,"₹10,00,000",-,
Narasaraopeta Institute Of Technology,4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
ACE College Of Engineering,4.3,KERALA,B.Tech / B.E.,"₹2,00,000",-,
KVM College of Engineering and Technology,4.2,KERALA,B.Tech / B.E.,Get Fee Details,CUSAT CAT,
"IMU - IMU Kolkata Indian Maritime University ,Taratala",4.2,WEST BENGAL,B.Tech / B.E.,"₹10,00,000",-,
Benaiah Institute of Technology & Science,4,ANDHRA PRADESH,B.Tech / B.E.,"₹1,20,500",-,
Swami Devi Dayal College of Education,3.4,HARYANA,B.Tech / B.E.,"₹3,20,000",-,
Central University of Haryana,3.7,HARYANA,B.Tech / B.E.,"₹2,46,000","JEE Main, CUET",
"Nannapaneni Venkat Rao College of Engineering and Technology (NVRCET) ,Guntur",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,34,000",-,
"Government Engineering College, Idukki",4.2,KERALA,B.Tech / B.E.,"₹34,500",-,7
Mar Baselius Christian College of Engineering and Technology,4.2,KERALA,B.Tech / B.E.,Get Fee Details,-,
"College of Agriculture Engineering, Jalgaon",4.2,MAHARASHTRA,B.Tech / B.E.,"₹2,40,000",-,
"Nagaji Institute of Technology and Management ,Gwalior",4.2,MADHYA PRADESH,B.Tech / B.E.,"₹1,75,500",-,
Cheran Group of Institutions,0,TAMIL NADU,B.Tech / B.E.,Get Fee Details,-,
Rai Technology University,3.2,KARNATAKA,B.Tech / B.E.,"₹4,83,000",-,
United Group of Institutions(UGI) - Greater Noida,4.7,UTTAR PRADESH,B.Tech / B.E.,"₹3,48,500",-,58
"Nagarjuna Institute of Engineering, Technology & Management ,Nagpur",4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,84,000",-,
SS Institute of Management,5,UTTAR PRADESH,B.Tech / B.E.,Get Fee Details,-,
Sanghvi Institute of Management & Science,2.8,MADHYA PRADESH,B.Tech / B.E.,"₹4,40,000",PET Madhya Pradesh,6
Sharda University Agra,4.2,UTTAR PRADESH,B.Tech / B.E.,"₹5,40,000",-,
Swami Vivekanand Institute of Modern Science,4.2,WEST BENGAL,B.Tech / B.E.,"₹18,60,000",-,
Universal Business School (UBS) Mumbai,4.5,MAHARASHTRA,B.Tech / B.E.,"₹11,92,000",-,
Maharashtra Academy of Naval Education & training (MANET),4.2,MAHARASHTRA,B.Tech / B.E.,"₹10,00,000",-,
Karnavati University,4,GUJARAT,B.Tech / B.E.,"₹5,45,500",-,
Joy University,5,TAMIL NADU,B.Tech / B.E.,"₹5,47,500",-,
"NETES Institute of Technology and Science Mirza ,Guwahati",4.2,ASSAM,B.Tech / B.E.,"₹3,41,000",-,
Ferozepur College of Engineering & Technology,4.2,PUNJAB,B.Tech / B.E.,"₹3,23,000",-,
Kalam Institute of Technology,4,ODISHA,B.Tech / B.E.,"₹2,12,000",Highest Package,
"Institute of Engineering and Management Studies ,Bhubaneswar",4.2,ODISHA,B.Tech / B.E.,Get Fee Details,-,
Ajeenkya DY Patil University Powered by Sunstone,4.2,MAHARASHTRA,B.Tech / B.E.,"₹12,00,000",-,
Lamrin Tech Skill University,1,PUNJAB,B.Tech / B.E.,"₹2,19,500",-,
Bharati Vidyapeeth University - Navi Mumbai,4,MAHARASHTRA,B.Tech / B.E.,Get Fee Details,-,
"Netaji Institute of Engineering and Technology ,Ramoji Film City, Hyderabad",4.2,TELANGANA,B.Tech / B.E.,"₹1,68,000",-,
Institute of Management & Sciences - JP Nagar,4.2,UTTAR PRADESH,B.Tech / B.E.,"₹9,52,000",-,
Maharaja Institute of Technology - Odisha,3,ODISHA,B.Tech / B.E.,Get Fee Details,Highest Package,
DBS Global University (DBSGU),3.8,UTTARAKHAND,B.Tech / B.E.,"₹10,50,000",-,
Dhanalakshmi Srinivasan University,4.2,TAMIL NADU,B.Tech / B.E.,"₹3,72,500",-,
Sree Sastha Institute of Engineering and Technology,4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
Excel Group of Institutions,4.2,TAMIL NADU,B.Tech / B.E.,"₹2,50,000",-,
"NCE - Narayanaguru College of Engineering ,Coimbatore",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
Bahra Faculty of Engineering,4.2,PUNJAB,B.Tech / B.E.,"₹3,92,000",-,
Dev Bhoomi Group of Institutions (DBGI Saharanpur),4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,20,000",-,
Swami Vivekanand Institute of Modern Science,4.2,WEST BENGAL,B.Tech / B.E.,"₹18,60,000",-,
Renaissance University,4.2,MADHYA PRADESH,B.Tech / B.E.,"₹3,20,000",-,
Sharda University Agra,4.2,UTTAR PRADESH,B.Tech / B.E.,"₹5,40,000",-,
"Tamil Nadu Agricultural University ,Coimbatore",4.2,TAMIL NADU,B.Tech / B.E.,"₹3,12,000",-,
FIT Engineering College,3,UTTAR PRADESH,B.Tech / B.E.,"₹1,94,000",-,
Ludhiana Group of Colleges - Chowk Chaukiman,4,PUNJAB,B.Tech / B.E.,"₹80,000",-,
CSI College of Engineering,3.3,TAMIL NADU,B.Tech / B.E.,"₹2,70,000",TNEA,
DBS Global University (DBSGU),3.8,UTTARAKHAND,B.Tech / B.E.,"₹10,50,000",-,
Ajeenkya DY Patil University Powered by Sunstone,4.2,MAHARASHTRA,B.Tech / B.E.,"₹12,00,000",-,
Universal Business School (UBS) Mumbai,4.5,MAHARASHTRA,B.Tech / B.E.,"₹11,92,000",-,
"Swetha Institute Of Technology and Science ,Tirupati",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
GVAcharya Institute of Engineering & Technology(GVAIET),3.7,MAHARASHTRA,B.Tech / B.E.,"₹2,99,500",-,
Rajeev Institute of Technology - Hassan,3,KARNATAKA,B.Tech / B.E.,Get Fee Details,-,
Bharathidasan Engineering College,4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",TNEA,
DVR College of Engineering & Technology,4,TELANGANA,B.Tech / B.E.,"₹2,40,000",AP EAMCET,
Ellenki College of Engineering & Technology,3.8,TELANGANA,B.Tech / B.E.,Get Fee Details,AP EAMCET,
Gokula Krishna College of Engineering,2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,72,000",AP EAMCET,
"Swamy Vivekananda Engineering College ,Vizianagaram",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
Jakir Hossain Insitute of Polytechnic,5,WEST BENGAL,B.Tech / B.E.,"₹54,000",-,
Guru Premsukh Memorial College of Engineering,2.5,DELHI NCR,B.Tech / B.E.,Get Fee Details,-,
University School of Management Studies (USMS),4,DELHI NCR,B.Tech / B.E.,Get Fee Details,JEE Main,
College of Military Engineering,4.2,MAHARASHTRA,B.Tech / B.E.,Get Fee Details,-,
Dharmsinh Desai University (DDU),4.9,GUJARAT,B.Tech / B.E.,"₹6,23,000",GUJCET,12
Vignan Institute of Technology and Management,4,ODISHA,B.Tech / B.E.,"₹2,25,000",-,
"Mahatma Gandhi Universe Institute ,Unnao",4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,20,000",-,
"Government Engineering College, Lakhisarai ,Purnia",4.2,BIHAR,B.Tech / B.E.,Get Fee Details,-,
Guru Jambheshwar University of Science & Technology,3.9,HARYANA,B.Tech / B.E.,"₹2,75,000",JEE Main,10
Royal Institute of Management & Technology,4.2,HARYANA,B.Tech / B.E.,"₹2,40,000",JEE Main,8
Haryana College of Technology & Management (HCTM),4.8,HARYANA,B.Tech / B.E.,"₹3,36,000",JEE Main,4
Jan Nayak Ch Devi Lal Vidyapeeth,4,HARYANA,B.Tech / B.E.,"₹1,85,000",JEE Main,
"College of Engineering and Technology, Shegaon - Mauli's Group of Institutions ,Maharashtra - Other",4.2,MAHARASHTRA,B.Tech / B.E.,"₹2,64,000",-,
"MGM's College of Engineering ,Nanded",4.2,MAHARASHTRA,B.Tech / B.E.,"₹4,13,000",-,
"RERF - Regent Education and Research Foundation ,Barrackpore, Kolkata",4.2,WEST BENGAL,B.Tech / B.E.,"₹3,44,000",-,
Dayanand Dinanath Group of Institutions,5,UTTAR PRADESH,B.Tech / B.E.,Get Fee Details,-,
Model Institute of Engineering & Technology,3,JAMMU & KASHMIR,B.Tech / B.E.,"₹2,31,000",-,
BLDE Association's VP Dr PG Halakatti College of Engineering & Technology,4.2,KARNATAKA,B.Tech / B.E.,"₹4,80,000",JEE Main,
Bangalore College of Engineering & Technology,5,KARNATAKA,B.Tech / B.E.,"₹5,00,000",KCET,
Dr Ambedkar Institute of Technology,4.1,KARNATAKA,B.Tech / B.E.,"₹4,00,000",KCET,18
"College of Engineering and Technology,Kannur",4.2,KERALA,B.Tech / B.E.,"₹3,00,000",-,
"St.Mary's Group of Institutions, Guntur",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
KVN Naik Institute Of Engineering Education & Research,2,MAHARASHTRA,B.Tech / B.E.,Get Fee Details,-,
Malineni Lakshmaiah Women's Engineering College,4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,5
Technical Education College,4.2,PUNJAB,B.Tech / B.E.,Get Fee Details,-,
Newton's Institute of Engineering,3,ANDHRA PRADESH,B.Tech / B.E.,"₹1,72,000",AP EAMCET,
Nizam Institute of Engineering & Technology,3,TELANGANA,B.Tech / B.E.,"₹1,56,000",JEE Main,15
Ramappa Engineering College,4.2,TELANGANA,B.Tech / B.E.,"₹1,50,000",AP EAMCET,
"SSPM College of Food Technology ,Dhule",4.2,MAHARASHTRA,B.Tech / B.E.,Get Fee Details,-,
Gajamal Tulsiram Patil College,4,MAHARASHTRA,B.Tech / B.E.,"₹3,60,000",-,
Eisenstein Academy of Technology and Management,5,ODISHA,B.Tech / B.E.,Get Fee Details,-,
"Jainee College of Engineering and Technology ,Dindigul",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
Adhunik College of Engineering,4.4,UTTAR PRADESH,B.Tech / B.E.,"₹1,98,500",-,
Swarnandhra College of Engineering & Technology,4.5,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",AP EAMCET,
Vaagdevi College of Engineering,4.6,TELANGANA,B.Tech / B.E.,"₹2,58,000",AP EAMCET,
Vathsalya Institute of Science & Technology,4,TELANGANA,B.Tech / B.E.,"₹2,48,000",AP EAMCET,
"Sri Venkateswara College of Engineering, Kanchipuram ,Kanchipuram, Chennai",4.2,TAMIL NADU,B.Tech / B.E.,"₹3,02,000",-,
VPMP Polytechnic,5,GUJARAT,B.Tech / B.E.,"₹1,56,000",-,
MRK Institute of Engineering & Technology,4.2,HARYANA,B.Tech / B.E.,Get Fee Details,-,
"Laxmipati Institute Of Science & Technology,Bhopal",4.2,MADHYA PRADESH,B.Tech / B.E.,"₹1,82,000",-,
Guru Premsukh Memorial College of Engineering,2.5,DELHI NCR,B.Tech / B.E.,Get Fee Details,-,
Bangalore College of Engineering & Technology,5,KARNATAKA,B.Tech / B.E.,"₹5,00,000",KCET,
"Shivajirao S. Jondhale College of Engineering and Technology ,Asangaon, Mumbai",4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,38,000",-,
Krupajal Engineering College,2.8,ODISHA,B.Tech / B.E.,Get Fee Details,-,
Institute of Technical Education and Research (ITER),4,ODISHA,B.Tech / B.E.,Get Fee Details,-,
"Paladugu Parvathi Devi College Of Engineering And Technology ,Vijayawada",4.2,ANDHRA PRADESH,B.Tech / B.E.,"₹1,40,000",-,
College of Engineering,4.2,KERALA,B.Tech / B.E.,Get Fee Details,KEAM,
College of Engineering - Alappuzha,4.2,KERALA,B.Tech / B.E.,Get Fee Details,-,
"Shiv Shankar College of Agricultural Engineering and Technology ,Ahmednagar",4.2,MADHYA PRADESH,B.Tech / B.E.,"₹2,40,000",-,
"GNDEC - Guru Nanak Dev Engineering College ,Bidar",4.2,KARNATAKA,B.Tech / B.E.,"₹3,60,000",-,20
"North Malabar Institute of Technology, Kanhangad ,Kasargode",4.2,KERALA,B.Tech / B.E.,"₹3,00,000",-,
Global Nature Care Sangathans Group Of Institutions,4.3,MADHYA PRADESH,B.Tech / B.E.,"₹2,16,000",-,
RVS Educational Institutions,4.2,TAMIL NADU,B.Tech / B.E.,Get Fee Details,-,
NRI Institute of Information Science and Technology,4,MADHYA PRADESH,B.Tech / B.E.,"₹1,60,000",-,
Musaliar College of Engineering & Technology,3.5,KERALA,B.Tech / B.E.,"₹2,00,000",KEAM,
Viswajyothi College of Engineering & Technology,3.5,KERALA,B.Tech / B.E.,"₹3,00,000",KEAM,
University Institute of Technology,4.7,MADHYA PRADESH,B.Tech / B.E.,"₹94,000",JEE Main,14
Aryabhatt College of Management & Technology,4.2,UTTAR PRADESH,B.Tech / B.E.,"₹1,54,500",-,
KJ Somaiya Institute of Engineering and Information Technology,3.3,MAHARASHTRA,B.Tech / B.E.,Get Fee Details,-,
"Girijananda Chowdhury Institute of Management and Technology, Guwahati",4.2,ASSAM,B.Tech / B.E.,"₹4,36,500",-,
Maharana Pratap College of Technology,5,MADHYA PRADESH,B.Tech / B.E.,"₹1,92,000",PET Madhya Pradesh,
CLG Institute of Engineering & Technology,4.2,RAJASTHAN,B.Tech / B.E.,"₹1,96,000",-,
"Shahul Hameed Memorial Engineering College ,Kollam",4.2,KERALA,B.Tech / B.E.,"₹2,00,000",-,
Columbia Institute of Engineering and Technology,4.2,CHATTISGARH,B.Tech / B.E.,"₹2,65,500",-,
"Institute of Computer Technology, Ganpat University ,Mehsana",4.2,GUJARAT,B.Tech / B.E.,"₹4,64,000",-,
PRMS Sanstha’s Anuradha Engineering College,2,MAHARASHTRA,B.Tech / B.E.,"₹2,70,000",-,
VYWS Prof Ram Meghe Institute of Technology & Research,2.8,MAHARASHTRA,B.Tech / B.E.,"₹3,30,000",Maharashtra CET,
DY Patil College of Engineering & Technology,3.7,MAHARASHTRA,B.Tech / B.E.,"₹4,48,000",JEE Main,
"Jainee College of Engineering and Technology ,Dindigul",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
Chartered Institute of Technology,2.5,RAJASTHAN,B.Tech / B.E.,"₹2,49,000",-,
awasthi sakshi,4.2,MEGHALAYA,B.Tech / B.E.,Get Fee Details,BITSAT,
"Government Engineering College, Haveri",4.2,KARNATAKA,B.Tech / B.E.,"₹1,35,000",-,7
University College of Engineering,4,PUNJAB,B.Tech / B.E.,"₹2,10,000",-,
Regency Institute of Technology,3,PUDUCHERRY,B.Tech / B.E.,"₹1,24,000",JEE Main,9
Department of Computer Science & Engineering - Amritsar,0,PUNJAB,B.Tech / B.E.,"₹2,40,000",JEE Main,24
Department of Electronics Technology - Amritsar,4.2,PUNJAB,B.Tech / B.E.,"₹1,40,000",CET Punjab,12
"Institute of Engineering and Management Studies ,Bhubaneswar",4.2,ODISHA,B.Tech / B.E.,Get Fee Details,-,
Yadhuvanshi College of Engineering & Technology - Sohali,4,RAJASTHAN,B.Tech / B.E.,"₹2,10,000",-,
PES Institute of Technology- Bangalore South Campus,4.5,KARNATAKA,B.Tech / B.E.,Get Fee Details,-,
Pt LR college of Technology,4.2,HARYANA,B.Tech / B.E.,"₹2,40,000",JEE Main,
College of Engineering - Rampura Phul,4.2,PUNJAB,B.Tech / B.E.,Get Fee Details,-,
Lokamanya Tilak College of Information Technology,4,ANDHRA PRADESH,B.Tech / B.E.,"₹4,50,000",-,
PRMS Sanstha’s Anuradha Engineering College,2,MAHARASHTRA,B.Tech / B.E.,"₹2,70,000",-,
Mahakal Institute of Technology & Management,4,MADHYA PRADESH,B.Tech / B.E.,"₹2,20,000",PET Madhya Pradesh,
Maharana Pratap College of Technology,5,MADHYA PRADESH,B.Tech / B.E.,"₹1,92,000",PET Madhya Pradesh,
NRI Institute of Information Science and Technology,4,MADHYA PRADESH,B.Tech / B.E.,"₹1,60,000",-,
"Guru Nanak Institute of Technology, Nagpur",4.2,MAHARASHTRA,B.Tech / B.E.,"₹2,28,000",-,
Ferozepur College of Engineering & Technology,4.2,PUNJAB,B.Tech / B.E.,"₹3,23,000",-,
Sivaji College of Engineering and Technology,3,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
"Nova College of Engineering and Technology ,Ranga Reddy",4.2,TELANGANA,B.Tech / B.E.,"₹1,68,000",-,
College of Basic Sciences & Humanities,4.2,UTTARAKHAND,B.Tech / B.E.,Get Fee Details,JEE Main,
College of Agricultural Engineering & Technology - Parbhani,4.2,MAHARASHTRA,B.Tech / B.E.,Get Fee Details,-,
Jawahar Education Society - A C Patil College of Engineering (ACPCE),4.2,MAHARASHTRA,B.Tech / B.E.,"₹2,70,000",Maharashtra CET,
Konkan Gyanpeeth's College of Engineering,4.7,MAHARASHTRA,B.Tech / B.E.,"₹3,19,000",JEE Main,
"Guru Nanak Institute of Engineering and Technology ,Nagpur",4.2,PUNJAB,B.Tech / B.E.,"₹3,01,000",-,
"Samarth Group of Institutions ,Maharashtra - Other",4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,36,000",-,
Global Nature Care Sangathans Group Of Institutions,4.3,MADHYA PRADESH,B.Tech / B.E.,"₹2,16,000",-,
SSVP Sanstha's Bapusaheb Shivajirao College of Engineering,4,MAHARASHTRA,B.Tech / B.E.,"₹1,72,000",JEE Main,
SSBT's College of Engineering & Technology,3.9,MAHARASHTRA,B.Tech / B.E.,"₹3,23,000",JEE Main,9
Shri Sant College of Engineering & Technology,4.2,MAHARASHTRA,B.Tech / B.E.,"₹4,88,000",Maharashtra CET,6
"GNDEC - Guru Nanak Dev Engineering College ,Bidar",4.2,KARNATAKA,B.Tech / B.E.,"₹3,60,000",-,20
"Modern Education Society's College of Engineering ,V.K Joag Path, Pune",4.2,MAHARASHTRA,B.Tech / B.E.,"₹4,06,500",-,
Shree Siddhivinayak Groups of Institutions,5,HARYANA,B.Tech / B.E.,Get Fee Details,-,
Rayat Institute of Engineering & Information Technology,3,PUNJAB,B.Tech / B.E.,"₹4,60,000",JEE Main,8
College of Engineering - Rampura Phul,4.2,PUNJAB,B.Tech / B.E.,Get Fee Details,-,
University College of Engineering,4,PUNJAB,B.Tech / B.E.,"₹2,10,000",-,
"Pimpri Chinchwad College of Engineering and Research ,Ravet, Pune",4.2,MAHARASHTRA,B.Tech / B.E.,"₹4,26,000",-,
"Rajkiya Engineering College,mainpuri ,Uttar Pradesh - Other",4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,21,500",-,
GNIT Girls Institute of Technology,2,UTTAR PRADESH,B.Tech / B.E.,Get Fee Details,UPSEE,
D Y Patil International University,4.5,MAHARASHTRA,B.Tech / B.E.,Get Fee Details,-,
Bharath Niketan Engineering College,4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",TNEA,
Bharathidasan Engineering College,4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",TNEA,
CSI College of Engineering,3.3,TAMIL NADU,B.Tech / B.E.,"₹2,70,000",TNEA,
"Phonics School Of Engineering and Business Administration ,Haridwar",4.2,UTTARAKHAND,B.Tech / B.E.,Get Fee Details,-,
Gajamal Tulsiram Patil College,4,MAHARASHTRA,B.Tech / B.E.,"₹3,60,000",-,
Symbiosis Skills and Open University,4,MAHARASHTRA,B.Tech / B.E.,Get Fee Details,-,
Bharat Group of Colleges,4.2,PUNJAB,B.Tech / B.E.,"₹2,80,000",CET Punjab,12
Jayamatha Engineering College,4,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",TNEA,
Jerusalem College of Engineering,3,TAMIL NADU,B.Tech / B.E.,"₹7,60,000",-,
Kamaraj College of Engineering & Technology,2.8,TAMIL NADU,B.Tech / B.E.,"₹2,30,000",TNEA,
"Perunthalaivar Kamarajar Institute of Engineering and Technology ,Pondicherry",4.2,PUDUCHERRY,B.Tech / B.E.,"₹1,11,000",-,
"Maharaja Agrasen College of Engineering and Technology ,Amroha",4.2,UTTAR PRADESH,B.Tech / B.E.,"₹2,20,000",-,
Akshaya College of Engineering & Technology,4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
NIIT- Mysore,4,KARNATAKA,B.Tech / B.E.,"₹3,44,500",KCET,12
Brahmanand Institute of Research Technology & Management (BIRTM),5,HARYANA,B.Tech / B.E.,Get Fee Details,UPSEE,
"Krishna Vidyapeeth of Management and Technology ,Bhiwani",4.2,HARYANA,B.Tech / B.E.,"₹1,76,000",-,
Maharaja Engineering College,4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",TNEA,
Maharaja Institute of Technology,4.2,ODISHA,B.Tech / B.E.,Get Fee Details,TNEA,
"KSGBS's Bharat-Ratna Indira Gandhi College of Engineering ,Solapur",4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,12,000",-,
Vishnu Lakshmi College of Engineering & Technology,4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
KVN Naik Institute Of Engineering Education & Research,2,MAHARASHTRA,B.Tech / B.E.,Get Fee Details,-,
PK Institute of Technology & Management (PKITM),4,UTTAR PRADESH,B.Tech / B.E.,Get Fee Details,UPSEE,
Sree Sastha Institute of Engineering & Technology,3,TAMIL NADU,B.Tech / B.E.,"₹5,00,000",-,
PRIST,3,TAMIL NADU,B.Tech / B.E.,"₹8,07,000",-,
Rajiv Gandhi College of Engineering,2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",TNEA,
Roever Engineering College,3.7,TAMIL NADU,B.Tech / B.E.,"₹2,25,000",TNEA,
"Kruti Group of Institutions ,Raipur",4.2,CHATTISGARH,B.Tech / B.E.,"₹2,63,000",-,
Technowrites Pvt Ltd,4.2,MAHARASHTRA,B.Tech / B.E.,"₹40,000",-,
Eisenstein Academy of Technology and Management,5,ODISHA,B.Tech / B.E.,Get Fee Details,-,
MBS College of Engineering & Technology,3.3,JAMMU & KASHMIR,B.Tech / B.E.,"₹1,80,000",-,
Shri Andal Alagar College of Engineering,4,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
Priyadarshini College of Computer Sciences,2.8,UTTAR PRADESH,B.Tech / B.E.,Get Fee Details,-,
Selvam College of Technology,4.2,TAMIL NADU,B.Tech / B.E.,"₹2,20,000",TNEA,
Shri Andal Alagar College of Engineering,4,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
Sree Sastha Institute of Engineering & Technology,3,TAMIL NADU,B.Tech / B.E.,"₹5,00,000",-,
"Malla Reddy Engineering College for Women ,Secunderabad",4.2,TELANGANA,B.Tech / B.E.,"₹3,48,000",-,
SECAB Institute of Engineering and Technology (SIET Bijapur),4.2,KARNATAKA,B.Tech / B.E.,"₹3,34,500",-,
College of Aeronautical Engineering,3,ASSAM,B.Tech / B.E.,Get Fee Details,-,
Gokul Global University,4.2,GUJARAT,B.Tech / B.E.,"₹2,96,000",-,
"University V.O.C. College of Engineering, Thoothukudi",4.2,TAMIL NADU,B.Tech / B.E.,"₹2,00,000",-,
Sri Venkateswara College of Engineering & Technology,3.3,ANDHRA PRADESH,B.Tech / B.E.,"₹2,11,000",TNEA,
Sudharsan Engineering College,5,TAMIL NADU,B.Tech / B.E.,Get Fee Details,TNEA,
Sun College of Engineering & Technology,4.2,TAMIL NADU,B.Tech / B.E.,Get Fee Details,-,
MITE - Mangalore Institute of Technology and Engineering,4.2,KARNATAKA,B.Tech / B.E.,"₹3,93,000",-,
A G Patil Polytechnic Institute,5,MAHARASHTRA,B.Tech / B.E.,"₹18,000",-,
Government Polytechnic - Kanpur,4.7,UTTAR PRADESH,B.Tech / B.E.,"₹35,500",-,
Aligarh College of Engineering & Technology,4.2,UTTAR PRADESH,B.Tech / B.E.,Get Fee Details,UPSEE,
Azad Institute of Engineering & Technology (AIET),3.3,UTTAR PRADESH,B.Tech / B.E.,"₹1,00,000",UPSEE,11
College of Engineering & Rural Technology,4,UTTAR PRADESH,B.Tech / B.E.,Get Fee Details,UPSEE,
"Mahavir Swami College of Engineering and Technology, Bhagwan Mahavir University ,Surat",4.2,GUJARAT,B.Tech / B.E.,"₹2,96,000",-,
College of Engineering & Rural Technology,4,UTTAR PRADESH,B.Tech / B.E.,Get Fee Details,UPSEE,
"PRT Institute of Technology and Science ,Madhya Pradesh - Other",4.2,MADHYA PRADESH,B.Tech / B.E.,Get Fee Details,-,
"Sou. KSK Alias Kaku College of Food Technology ,Maharashtra - Other",4.2,MAHARASHTRA,B.Tech / B.E.,"₹3,46,000",-,
Central University of Kashmir,4,JAMMU & KASHMIR,B.Tech / B.E.,"₹2,55,500",JEE Main,
KNP Group of Institutions,0,MADHYA PRADESH,B.Tech / B.E.,"₹2,20,000",-,
"Om Engineering College, Junagadh",4.2,MAHARASHTRA,B.Tech / B.E.,"₹2,68,000",-,
